<0.00, 27, 37.968361, 23.774376, 152.898572, 0.000000, 29, 14.499999999999998>
<1.00, 27, 37.968353, 23.774381, 152.898572, 1.000000, 50, 25.0>
<2.00, 27, 37.968337, 23.774390, 152.898572, 2.000000, 74, 37.0>
<3.00, 27, 37.968312, 23.774405, 152.898572, 3.000000, 39, 19.5>
<4.00, 27, 37.968280, 23.774425, 152.898572, 4.000000, 45, 22.5>
<5.00, 27, 37.968239, 23.774449, 152.898572, 5.000000, 53, 26.5>
<6.00, 27, 37.968191, 23.774478, 152.898572, 5.893475, 53, 26.5>
<7.00, 27, 37.968143, 23.774506, 152.898572, 5.893475, 87, 43.5>
<8.00, 27, 37.968095, 23.774535, 152.898572, 5.893475, 43, 21.5>
<9.00, 27, 37.968047, 23.774564, 152.898572, 5.893475, 48, 24.0>
<10.00, 27, 37.967999, 23.774593, 152.898572, 5.893475, 27, 13.5>
<11.00, 27, 37.967951, 23.774621, 152.898572, 5.893475, 30, 15.0>
<12.00, 27, 37.967903, 23.774650, 152.898572, 5.893475, 92, 46.0>
<13.00, 27, 37.967855, 23.774674, 157.437308, 5.893475, 28, 14.000000000000002>
<14.00, 27, 37.967805, 23.774698, 157.756540, 5.893475, 49, 24.5>
<15.00, 27, 37.967754, 23.774717, 162.673917, 5.893475, 41, 20.5>
<16.00, 27, 37.967703, 23.774731, 166.088079, 5.893475, 96, 48.0>
<17.00, 27, 37.967650, 23.774734, 175.569612, 5.893475, 76, 38.0>
<18.00, 27, 37.967602, 23.774732, 180.493255, 5.327884, 89, 44.5>
<19.00, 27, 37.967564, 23.774724, 187.879278, 4.327884, 48, 24.0>
<20.00, 27, 37.967534, 23.774718, 187.879278, 3.327884, 89, 44.5>
<21.00, 27, 37.967497, 23.774702, 196.116259, 4.327884, 80, 40.0>
<22.00, 27, 37.967455, 23.774673, 207.162404, 5.327884, 64, 32.0>
<23.00, 27, 37.967412, 23.774635, 212.624905, 5.893475, 73, 36.5>
<24.00, 27, 37.967371, 23.774592, 219.448424, 5.893475, 57, 28.499999999999996>
<25.00, 27, 37.967337, 23.774541, 228.504233, 5.893475, 87, 43.5>
<26.00, 27, 37.967307, 23.774485, 235.440826, 5.893475, 43, 21.5>
<27.00, 27, 37.967283, 23.774426, 241.625905, 5.893475, 55, 27.500000000000004>
<28.00, 27, 37.967264, 23.774363, 247.327997, 5.893475, 62, 31.0>
<29.00, 27, 37.967251, 23.774299, 255.101490, 5.893475, 42, 21.0>
<30.00, 27, 37.967240, 23.774233, 256.747542, 5.893475, 86, 43.0>
<31.00, 27, 37.967233, 23.774167, 260.777558, 5.893475, 21, 10.5>
<32.00, 27, 37.967226, 23.774100, 260.844296, 5.893475, 57, 28.499999999999996>
<33.00, 27, 37.967219, 23.774034, 260.844296, 5.893475, 29, 14.499999999999998>
<34.00, 27, 37.967212, 23.773967, 260.844296, 5.893475, 27, 13.5>
<35.00, 27, 37.967205, 23.773901, 260.844296, 5.893475, 20, 10.0>
<36.00, 27, 37.967198, 23.773834, 260.844296, 5.893475, 98, 49.0>
<37.00, 27, 37.967191, 23.773768, 260.844296, 5.893475, 57, 28.499999999999996>
<38.00, 27, 37.967185, 23.773701, 260.844296, 5.893475, 62, 31.0>
<39.00, 27, 37.967176, 23.773635, 259.114473, 5.893475, 41, 20.5>
<40.00, 27, 37.967168, 23.773569, 259.114473, 5.893475, 27, 13.5>
<41.00, 27, 37.967159, 23.773503, 259.114473, 5.893475, 90, 45.0>
<42.00, 27, 37.967151, 23.773436, 259.114473, 5.893475, 65, 32.5>
<43.00, 27, 37.967142, 23.773370, 258.662648, 5.893475, 87, 43.5>
<44.00, 27, 37.967131, 23.773305, 256.550297, 5.893475, 62, 31.0>
<45.00, 27, 37.967120, 23.773239, 256.550297, 5.893475, 46, 23.0>
<46.00, 27, 37.967110, 23.773173, 256.550297, 5.893475, 69, 34.5>
<47.00, 27, 37.967100, 23.773107, 258.680934, 5.893475, 74, 37.0>
<48.00, 27, 37.967094, 23.773041, 261.427265, 5.893475, 64, 32.0>
<49.00, 27, 37.967088, 23.772974, 261.427265, 5.893475, 87, 43.5>
<50.00, 27, 37.967081, 23.772908, 261.427265, 5.893475, 21, 10.5>
<51.00, 27, 37.967076, 23.772841, 262.955857, 5.893475, 66, 33.0>
<52.00, 27, 37.967072, 23.772774, 263.265631, 5.893475, 58, 28.999999999999996>
<53.00, 27, 37.967067, 23.772707, 263.265631, 5.893475, 28, 14.000000000000002>
<54.00, 27, 37.967065, 23.772640, 266.335329, 5.893475, 27, 13.5>
<55.00, 27, 37.967065, 23.772573, 268.874545, 5.893475, 46, 23.0>
<56.00, 27, 37.967066, 23.772506, 268.874545, 5.893475, 97, 48.5>
<57.00, 27, 37.967066, 23.772439, 268.874545, 5.893475, 71, 35.5>
<58.00, 27, 37.967068, 23.772372, 270.257425, 5.893475, 32, 16.0>
<59.00, 27, 37.967070, 23.772305, 270.257425, 5.893475, 36, 18.0>
<60.00, 27, 37.967073, 23.772238, 271.745974, 5.893475, 74, 37.0>
<61.00, 27, 37.967079, 23.772172, 274.787469, 5.893475, 95, 47.5>
<62.00, 27, 37.967085, 23.772105, 275.159762, 5.893475, 25, 12.5>
<63.00, 27, 37.967092, 23.772039, 276.072456, 5.893475, 93, 46.5>
<64.00, 27, 37.967100, 23.771972, 276.788055, 5.893475, 76, 38.0>
<65.00, 27, 37.967109, 23.771906, 277.963524, 5.893475, 48, 24.0>
<66.00, 27, 37.967119, 23.771841, 279.419438, 5.893475, 80, 40.0>
<67.00, 27, 37.967131, 23.771775, 280.885527, 5.893475, 95, 47.5>
<68.00, 27, 37.967142, 23.771710, 280.885527, 5.893475, 85, 42.5>
<69.00, 27, 37.967154, 23.771644, 280.885527, 5.893475, 38, 19.0>
<70.00, 27, 37.967167, 23.771579, 283.003152, 5.893475, 81, 40.5>
<71.00, 27, 37.967181, 23.771515, 284.097991, 5.893475, 95, 47.5>
<72.00, 27, 37.967196, 23.771450, 284.097991, 5.893475, 25, 12.5>
<73.00, 27, 37.967210, 23.771386, 284.097991, 5.893475, 20, 10.0>
<74.00, 27, 37.967225, 23.771321, 283.803424, 5.893475, 44, 22.0>
<75.00, 27, 37.967238, 23.771256, 283.401397, 5.893475, 33, 16.5>
<76.00, 27, 37.967252, 23.771192, 283.401397, 5.893475, 52, 26.0>
<77.00, 27, 37.967266, 23.771127, 283.401397, 5.893475, 30, 15.0>
<78.00, 27, 37.967280, 23.771062, 283.401397, 5.893475, 79, 39.5>
<79.00, 27, 37.967294, 23.770997, 283.401397, 5.893475, 46, 23.0>
<80.00, 27, 37.967308, 23.770933, 283.401397, 5.893475, 96, 48.0>
<81.00, 27, 37.967321, 23.770868, 283.401397, 5.893475, 94, 47.0>
<82.00, 27, 37.967335, 23.770803, 283.294971, 5.893475, 94, 47.0>
